"Expected GGWP (USD)","Policy Underwriting Month","Policy Underwriting Year","Reserving Class Code","Reserving Class Full Name level 1"
"1436064.6665035058","12","2019","ENOFF","ENERGY (ENR)"
"6091001.053526094","12","2019","ENONS","ENERGY (ENR)"
"21737.5","12","2019","ENOTH","ENERGY (ENR)"
"58680.24752815159","12","2019","LISHT","LIFE (LIF)"
"623009.2113050843","12","2019","PRTOT","PROPERTY (PRO)"
"647565.2268684808","12","2020","DCBON","BONDS (BON)"
"735947.1069838156","12","2020","DCFIL","FINANCIAL LINES (FIL)"
"7734.342633725524","12","2020","DCLIA","GENERAL LIABILITY (LIA)"
"1093404.3099170038","12","2020","DCMAR","MARINE (MAR)"
"61432.435906635845","12","2020","DCPRO","PROPERTY (PRO)"
"212981.73308490342","12","2020","ENCON","ENERGY (ENR)"
"3037986.1426382526","12","2020","ENOFF","ENERGY (ENR)"
"5342564.894644278","12","2020","ENONS","ENERGY (ENR)"
"19888.9125","12","2020","ENOTH","ENERGY (ENR)"
"284590.8091898807","12","2020","PRTOT","PROPERTY (PRO)"
"780768.8282690721","12","2021","DCBON","BONDS (BON)"
"1182767.2086803212","12","2021","DCFIL","FINANCIAL LINES (FIL)"
"76469.42140610839","12","2021","DCLIA","GENERAL LIABILITY (LIA)"
"368283.8448081071","12","2021","DCMAR","MARINE (MAR)"
"55653.9510223771","12","2021","DCPRO","PROPERTY (PRO)"
"2468780.4982371116","12","2021","ENOFF","ENERGY (ENR)"
"443520.7013027014","12","2021","ENONS","ENERGY (ENR)"
"9701.915","12","2021","ENOTH","ENERGY (ENR)"
"456597.4141208352","12","2021","PRTOT","PROPERTY (PRO)"
"1038768.0968651911","12","2022","DCBON","BONDS (BON)"
"651540.5247489428","12","2022","DCFIL","FINANCIAL LINES (FIL)"
"206331.16989323075","12","2022","DCMAR","MARINE (MAR)"
"523087.6995455","12","2022","ENCON","ENERGY (ENR)"
"2540130.47847031","12","2022","ENOFF","ENERGY (ENR)"
"3507753.896054013","12","2022","ENONS","ENERGY (ENR)"
"727704.2103740176","12","2022","ENOTH","ENERGY (ENR)"
"35894.258544061595","12","2022","LIIND","LIFE (LIF)"
"469074.72537678527","12","2022","PRTOT","PROPERTY (PRO)"
"167514.76992448018","12","2023","DCBON","BONDS (BON)"
"249059.18924614287","12","2023","DCFIL","FINANCIAL LINES (FIL)"
"751602.6653517671","12","2023","DCMAR","MARINE (MAR)"
"2476776.217654358","12","2023","ENOFF","ENERGY (ENR)"
"11177484.764599642","12","2023","ENONS","ENERGY (ENR)"
"17875.0","12","2023","ENOTH","ENERGY (ENR)"
"227145.46962480122","12","2023","PRTOT","PROPERTY (PRO)"
"3968288.97113561","12","2024","ENOFF","ENERGY (ENR)"
"6437997.390051316","12","2024","ENONS","ENERGY (ENR)"
"870133.3133","12","2024","ENOTH","ENERGY (ENR)"
"230156.80695866773","12","2024","LIIND","LIFE (LIF)"
"368802.20720379264","12","2024","PRTOT","PROPERTY (PRO)"
"2779254.73641425","12","2025","ENOFF","ENERGY (ENR)"
"4647426.61525","12","2025","ENONS","ENERGY (ENR)"
"1501397.4971726097","12","2025","ENOTH","ENERGY (ENR)"
"1094609.6694930983","12","2025","LIIND","LIFE (LIF)"
"447607.91655157274","12","2025","PRTOT","PROPERTY (PRO)"
